Participant Number,Swing Number,Swing Start Time (s),Swing End Time (s),FPV Impact Frame,FPV Impact Timestamp (s),Front-View Impact Frame,Front-View Impact Timestamp (s),Timestamp Offset (s),Total Distance (m),Carry Distance (m),Ball Speed (m/s),Club Speed (m/s),Launch Angle (deg),Horizontal Launch Angle (deg),Clubface Angle (deg),Backspin (rpm),Sidespin (rpm),Lateral Distance (m)
19,27,1762392370.730271,1762392374.366212,47,1762392372.180313,71,1762392373.098644,0.92,139.91,128.64,45.6,33.8,20.6,R 4.8,3.9,6286,-17,R 11.1
19,28,1762392397.149574,1762392401.51812,39,1762392398.172743,59,1762392399.117076,0.94,153.8,140.52,48.4,38.3,17.1,R 0.5,-0.4,4624,-365,L 9.5
19,29,1762392418.764725,1762392421.999122,39,1762392419.808061,60,1762392420.765375,0.96,146.05,130.94,46.4,39.7,16,R 2.4,1.6,4394,-362,L 3.7
19,30,1762392442.814862,1762392445.884353,37,1762392443.74714,56,1762392444.682786,0.94,152.54,139.67,48.2,34.7,17.1,R 0.6,-0.1,4617,-353,L 8.7
19,31,1762392463.897307,1762392466.932789,40,1762392464.981805,61,1762392465.932093,0.95,141.87,129.6,46.1,33.4,17.9,R 3.7,2.7,4767,-385,L 1.2
19,32,1762392498.989096,1762392501.991336,39,1762392500.039033,59,1762392500.990611,0.95,147.42,135.72,47.3,41.2,18.2,R 3.6,2.7,5028,-256,R 1.7
19,33,1762392520.238571,1762392523.240716,37,1762392521.223615,57,1762392522.140275,0.92,155.01,142.01,48.9,35.1,16.7,R 2.2,1.2,4546,-425,L 7.0
19,34,1762392545.755609,1762392548.791168,39,1762392546.76531,59,1762392547.724025,0.96,151.94,141.14,49.2,41.8,20.2,R 4.0,1.8,6279,-351,L 0.4
19,35,1762392566.27095,1762392569.106346,38,1762392567.248748,58,1762392568.205673,0.96,154.83,144,49.2,36.9,22.2,R 3.7,3.1,6804,77,R 15.7
19,36,1762392586.083559,1762392589.054,40,1762392587.181286,61,1762392588.119991,0.94,150.8,139.55,48.6,35.6,19.3,R 1.8,1.1,6052,-215,L 1.7
19,37,1762392604.931484,1762392607.833736,36,1762392605.811699,55,1762392606.765706,0.95,147.68,136.76,47.7,35.3,20.5,R 3.1,2.4,6323,-30,R 6.1
19,38,1762392624.112454,1762392627.148063,39,1762392625.143257,59,1762392626.080631,0.94,160.49,149.12,50.5,37.5,21,R 3.7,3.1,6537,52,R 15.6
19,39,1762392643.325418,1762392646.328544,40,1762392644.424732,61,1762392645.361193,0.94,152.86,142.02,48.6,36.1,21.2,R 4.3,3.5,6524,55,R 16.3
19,40,1762392662.507522,1762392665.443128,38,1762392663.555963,58,1762392664.442579,0.89,152.02,140.38,48.6,35.6,19.1,R 2.5,1.6,5878,-290,L 2.3
19,41,1762392684.056184,1762392686.991307,37,1762392685.041035,57,1762392685.957362,0.92,153.34,140.21,48.3,34.9,17.5,R 1.6,0.7,4708,-360,L 6.5
19,42,1762393891.891272,1762393894.693429,38,1762393892.891624,58,1762393893.826101,0.93,153.34,140.21,48.3,34.9,17.5,R 1.6,0.7,4708,-360,L 6.5
19,43,1762393905.001735,1762393907.903443,39,1762393906.016642,59,1762393906.969532,0.95,137.9,126.3,45,33,19.5,R 4.7,4,6098,98,R 15.8
19,44,1762393926.615751,1762393929.684898,40,1762393927.707987,61,1762393928.650162,0.94,145.64,134.5,47.4,35,20.3,R 3.9,2.3,6258,-274,R 2.0
19,45,1762393952.134649,1762393955.203493,39,1762393953.206589,59,1762393954.102718,0.9,142.2,129.92,45.8,39.8,17.8,R 1.8,1.4,4751,-26,R 2.6
19,46,1762393975.751612,1762393978.720371,38,1762393976.801563,57,1762393977.686312,0.88,124.86,107.76,43.3,30,12.3,R 3.9,2.6,4097,-500,L 1.4
19,47,1762393992.365713,1762393995.366277,38,1762393993.383169,58,1762393994.299406,0.92,143.6,132.21,46.5,38.9,19.2,R 3.6,2.7,5927,-207,R 3.0
19,48,1762394009.909495,1762394012.811299,38,1762394010.916588,58,1762394011.844022,0.93,151.94,138.7,47.5,34.2,17.3,R 3.3,2.8,4657,99,R 13.7
19,49,1762394028.589647,1762394031.691869,39,1762394029.6523,59,1762394030.55772,0.91,142.17,128.68,45.7,33,17.4,R 0.9,0.1,4669,-308,L 5.7
19,50,1762394047.60301,1762394050.671594,39,1762394048.638489,58,1762394049.571001,0.93,140.67,129.15,46,33.8,19.5,R 3.8,2.9,6204,-202,R 3.8
19,51,1762394072.721292,1762394075.823615,40,1762394073.786423,61,1762394074.75613,0.97,142.5,130.54,46,33.4,18.1,R 4.7,3.7,4856,-173,R 6.6
19,52,1762394101.542089,1762394104.577576,39,1762394102.591327,59,1762394103.510154,0.92,128.34,112.64,42.8,30.2,14.4,R 3.6,2.7,4209,-129,R 4.4
19,53,1762394116.953083,1762394119.888292,38,1762394117.970641,58,1762394118.887659,0.92,142.62,127.96,46,32.7,15.5,R 3.3,2.4,4339,-444,L 3.3
19,54,1762394134.799702,1762394137.934224,39,1762394135.85473,60,1762394136.800469,0.95,133.76,122.75,44.5,32.8,20,R 4.7,3.4,6056,-267,R 4.5
19,55,1762394164.387335,1762394167.589606,39,1762394165.461162,60,1762394166.388758,0.93,140.66,127.09,45.3,32.5,16.7,R 3.2,2.5,4516,-146,R 3.4
19,56,1762394186.2358,1762394189.604315,38,1762394187.252698,58,1762394188.169943,0.92,139.87,128.57,45.9,33.7,19.6,R 3.4,2.5,6263,-232,R 2.3
19,57,1762394205.018344,1762394208.153167,39,1762394206.088601,60,1762394207.019292,0.93,141.94,130.99,46,34.2,21.2,R 5.6,4.8,6451,80,R 18.9
19,58,1762394225.998282,1762394229.300676,41,1762394227.1788,63,1762394228.099747,0.92,139.51,126.94,45.4,33,18.2,R 2.1,1.2,4942,-344,L 3.8
19,59,1762394248.047546,1762394251.183073,39,1762394249.120623,60,1762394250.048922,0.93,140.36,129.15,45.8,33.8,20.2,R 4.8,3.9,6197,-55,R 9.8
19,60,1762394275.867215,1762394279.069101,40,1762394276.973713,60,1762394277.901721,0.93,143.18,129.17,46,33.1,16.7,R 3.0,2,4524,-355,L 2.0
19,61,1762394300.185035,1762394303.320583,38,1762394301.169832,58,1762394302.119733,0.95,149.81,135.69,47.3,33.9,16.4,R 2.1,1.2,4482,-338,L 4.2
19,62,1762394326.203881,1762394329.205195,38,1762394327.26958,58,1762394328.138063,0.87,133.36,119.66,43.5,31.4,17.4,R 4.7,3.8,4601,-100,R 7.7
19,63,1762394343.917172,1762394346.919037,38,1762394344.903191,58,1762394345.851719,0.95,136.93,125.97,45.2,33.2,19.7,R 4.8,3.8,6320,-202,R 6.3
19,64,1762394363.598412,1762394366.600496,39,1762394364.640812,59,1762394365.565988,0.93,136.84,125.51,45.1,32.9,18.6,R 4.6,3.5,5295,-370,R 1.5
19,65,1762394385.246628,1762394388.248137,39,1762394386.332158,59,1762394387.214285,0.88,150.82,138.3,48,38.1,18.3,R 3.1,2.2,5081,-330,L 1.8
19,66,1762394408.163036,1762394411.264898,39,1762394409.27589,60,1762394410.164218,0.89,140.38,129.26,46,33.9,19.9,R 3.3,2.5,6495,-167,R 3.3
19,67,1762394436.349048,1762394439.450117,40,1762394437.479648,61,1762394438.383078,0.9,140.86,128.34,45.7,33.2,18.1,R 3.7,2.7,4887,-320,R 0.6
19,68,1762394462.401706,1762394465.403897,38,1762394463.42911,58,1762394464.336469,0.91,142.54,131.61,46.4,34,19.3,R 2.2,1.4,5970,-235,L 1.0
19,69,1762394487.118726,1762394490.021628,37,1762394488.076089,57,1762394489.020933,0.94,146.08,132.49,46.4,33.4,17.2,R 3.3,2.6,4629,-157,R 3.5
19,70,1762394512.136842,1762394515.506496,39,1762394513.173927,59,1762394514.105469,0.93,142.5,131.75,46.3,34.5,21.4,R 3.6,2.6,6510,-198,R 3.2
19,71,1762394534.487594,1762394537.35566,37,1762394535.416323,56,1762394536.354778,0.94,150.51,139.35,48.2,35.4,19.8,R 2.4,1.7,6506,-124,R 1.7
19,72,1762394579.986412,1762394582.788392,37,1762394580.953119,57,1762394581.887747,0.93,147.76,136.6,47.8,35.5,21.1,R 2.9,1.9,6489,-189,R 1.6
19,73,1762394598.497916,1762394601.401653,39,1762394599.538544,58,1762394600.467637,0.93,149.03,137.91,48,35.6,21.1,R 3.6,2.8,6477,-66,R 6.4
19,74,1762394619.112995,1762394622.015902,38,1762394620.127789,58,1762394621.048743,0.92,148.79,137.87,47.7,35.6,21.5,R 4.1,3.3,6586,-44,R 8.7
19,75,1762394637.363479,1762394640.164629,37,1762394638.31245,56,1762394639.230882,0.92,139.52,128.4,45.5,39.8,18.6,R 3.8,3,5336,-139,R 4.9
19,76,1762394654.739547,1762394657.675012,39,1762394655.745679,59,1762394656.707185,0.96,139.53,128.96,45.9,33.9,20.3,R 4.0,3.1,6225,-188,R 4.6
19,77,1762394674.955944,1762394677.957243,39,1762394675.984255,60,1762394676.956968,0.97,146.81,135.76,47.6,35.2,20.4,R 2.6,1.7,6305,-177,R 1.3
19,78,1762394697.504185,1762394700.406283,37,1762394698.477129,57,1762394699.405565,0.93,151.09,136.2,47.6,33.9,15.7,R 0.5,-0.3,4372,-403,L 9.9
19,79,1762394719.28648,1762394722.221884,39,1762394720.368856,59,1762394721.254533,0.89,137.2,121.7,44.6,38,15.2,R 2.9,2.1,4304,-299,L 0.4
19,80,1762394743.304369,1762394746.272258,39,1762394744.364593,60,1762394745.305185,0.94,150.63,137.83,47.9,34.7,17.8,R 2.9,2,4761,-329,L 2.2
19,81,1762394768.722642,1762394771.657124,37,1762394769.712909,57,1762394770.623362,0.91,150,134.8,47.4,33.7,15.6,R 2.2,1.2,4364,-432,L 6.4
19,82,1762394790.637129,1762394793.673494,37,1762394791.604636,57,1762394792.539132,0.93,149.02,136.89,47.5,34.5,17.9,R 2.9,2.1,4795,-182,R 1.9
19,83,1762394829.165499,1762394832.134308,38,1762394830.17816,58,1762394831.100226,0.92,141.63,130.15,45.7,39.1,18.8,R 2.3,1.8,5454,3,R 6.7
19,84,1762394847.979922,1762394851.015675,38,1762394848.963967,58,1762394849.914169,0.95,150.51,139.53,48.3,35.5,19.8,R 3.2,2.4,6521,-189,R 2.4
19,85,1762394867.492122,1762394870.628541,39,1762394868.501206,59,1762394869.461243,0.96,149.29,138.13,47.6,38.4,19.8,R 2.1,2,6503,252,R 17.2
19,86,1762394887.208941,1762394890.076254,37,1762394888.188732,57,1762394889.109369,0.92,-,-,-,-,-,-,-,-,-,-
19,87,1762395009.394964,1762395012.329883,38,1762395010.421717,58,1762395011.329329,0.91,136,121.48,44.5,31.7,15.6,R 3.8,2.8,4342,-345,R 0.6
19,88,1762395027.708615,1762395030.676584,38,1762395028.706569,58,1762395029.642808,0.94,142.06,130.96,46.5,34.5,20.9,R 3.9,2.5,6395,-288,R 1.7
19,89,1762395049.724287,1762395052.859493,37,1762395050.748583,57,1762395051.625429,0.88,150.81,137.53,47.8,34.3,16.8,R 1.4,0.6,4547,-350,L 6.4
19,90,1762395075.742475,1762395079.012166,40,1762395076.848331,61,1762395077.778179,0.93,141.84,129.53,45.8,33.4,18.5,R 1.5,0.8,5230,-196,L 1.7
19,91,1762395099.393267,1762395102.228049,37,1762395100.343114,57,1762395101.294242,0.95,148.35,137,47.7,34.9,19,R 3.7,2.9,5732,-124,R 5.1
19,92,1762395121.576785,1762395124.478392,37,1762395122.585509,57,1762395123.477849,0.89,140.99,130.15,46.2,34.2,20.5,R 4.3,3.3,6281,-200,R 5.0
19,93,1762395154.83323,1762395157.801994,38,1762395155.848912,58,1762395156.767941,0.92,142.18,131.27,46.4,34.2,20.1,R 2.5,1.9,6181,-57,R 3.7
19,94,1762395178.250915,1762395181.418875,39,1762395179.343694,60,1762395180.251715,0.91,145.18,133.5,46.6,33.9,18.3,R 3.2,2.5,5054,-71,R 5.1
19,95,1762395200.632947,1762395203.701716,39,1762395201.686281,60,1762395202.634314,0.95,144.52,131.07,46.3,33.4,17.1,R 3.7,2.7,4603,-317,R 0.6
19,96,1762395223.583005,1762395226.71721,39,1762395224.680109,60,1762395225.583317,0.9,140.72,124.96,45.5,38.6,14.6,R 3.2,2.4,4260,-303,R 0.1
19,97,1762395244.365635,1762395247.400523,39,1762395245.469735,60,1762395246.366791,0.9,144.98,130.49,46.2,33,16,R 3.6,2.7,4396,-265,R 1.7
19,98,1762395271.683875,1762395274.786154,38,1762395272.72168,58,1762395273.618654,0.9,149.11,136.4,47.1,34,17.6,R 2.0,1.5,4714,-22,R 3.0
19,99,1762395299.904274,1762395303.006493,38,1762395300.875342,58,1762395301.838979,0.96,144.98,130.98,46.5,40,16.6,R 2.5,0.5,4506,-417,L 4.8
19,100,1762395322.420971,1762395325.690091,40,1762395323.518502,61,1762395324.456675,0.94,133.3,122.58,44.3,32.9,20.9,R 2.3,1.4,6261,-172,R 0.8
19,101,1762395348.972894,1762395351.841614,36,1762395349.918823,55,1762395350.807574,0.89,146.33,135.42,47.5,35.1,20.4,R 2.1,1.4,6297,-144,R 0.5
19,102,1762395373.75732,1762395376.859562,39,1762395374.766184,59,1762395375.725382,0.96,155.45,144.24,49.6,36.5,19.8,R 2.9,1.9,6520,-250,L 0.4
20,1,1761020508.598341,1761020512.889341,-,-,54,1761020510.429968,-,128.32,107.01,48.05,33.53,5.4,L 0.6,-0.5,2924,119,R 2.4
20,2,1761020526.525341,1761020530.635341,-,-,45,1761020528.042528,-,143.07,130.35,45.44,35.64,17.5,R 1.3,1.5,4396,440,R 23.4
20,3,1761020543.685341,1761020548.585341,-,-,77,1761020546.255392,-,155.25,141.32,49.02,34.63,16.7,R 1.4,1.4,4397,165,R 11.9
20,4,1761020561.935341,1761020566.115341,-,-,54,1761020563.766846,-,155.34,162.71,43.23,35.05,13.1,R 3.1,2.9,6544,248,R 19.8
20,5,1761020580.275341,1761020585.485341,-,-,77,1761020582.850973,-,149.07,137.07,47.3,35.11,22.1,R 1.0,1.1,5132,318,R 13.5
20,6,1761020600.605341,1761020605.185341,-,-,67,1761020602.863958,-,153.84,141.72,48.35,33.99,19.4,R 0.4,0,4676,-128,L 3.7
20,7,1761020618.585341,1761020622.955341,-,-,57,1761020620.509019,-,149.82,128.47,47.54,36.22,22.3,R 1.6,1.5,5280,176,R 13.0
20,8,1761020637.473341,1761020643.000341,-,-,97,1761020640.723975,-,150.23,13906,47.95,38.02,22.7,R 1.3,1,5630,56,R 0.2
20,9,1761020656.695341,1761020660.965341,-,-,54,1761020658.503563,-,142.02,130,45.76,40.25,19.4,L 0.6,-1,4576,-123,L 5.6
20,10,1761020674.995341,1761020678.475341,-,-,43,1761020676.449751,-,148.06,135.04,46.35,36.27,20.9,R 0.4,0.1,4349,3,R 1.4
20,11,1761020692.805341,1761020696.875341,-,-,54,1761020694.629839,-,150.37,138.6,47.62,28.27,20,L 0.0,-0.3,4693,-23,L 2.7
20,12,1761020711.465341,1761020715.135341,-,-,42,1761020712.877911,-,157.01,144.63,40.43,30.77,20.4,L 0.8,-0.8,4334,92,R 3.3
20,13,1761020730.095341,1761020734.525341,-,-,66,1761020732.323406,-,146.53,133.91,44.56,39.8,18.7,R 0.7,0.2,4543,-149,L 3.3
20,14,1761020808.801341,1761020813.513341,-,-,73,1761020811.248576,-,146.62,132.3,46.31,33.34,16.5,R 0.5,0.1,4355,-90,L 2.3
20,15,1761020826.545341,1761020831.045341,-,-,53,1761020828.327272,-,154.03,142.76,40.43,26.06,21.4,R 0.3,0.3,4907,150,R 0.6
20,16,1761020844.275341,1761020848.285341,-,-,65,1761020846.47262,-,160.37,140.52,50.04,40.6,19.8,R 0.2,-0.1,4380,-23,L 2.4
20,17,1761020862.581341,1761020867.399341,-,-,76,1761020865.119886,-,156.87,144.93,40.77,34.49,19.8,R 1.1,0.8,4732,27,R 6.7
20,18,1761020880.435341,1761020885.065341,-,-,74,1761020882.932267,-,151,140.13,43.06,40.3,21.2,L 0.0,-0.4,4771,-197,L 6.2
20,19,1761020900.206341,1761020904.697341,-,-,59,1761020902.181644,-,152.85,140.65,47.96,36.19,19.7,L 0.7,-0.9,4406,-73,L 5.6
20,20,1761020918.875341,1761020922.985341,-,-,54,1761020920.69268,-,155.45,143.23,43.68,40.54,18.8,L 1.1,-1.4,4633,-223,L 9.8
20,21,1761020936.825341,1761020941.735341,-,-,62,1761020938.906823,-,159.03,147.97,49.67,23.69,21.8,R 2.1,2.1,5397,236,R 24.2
20,22,1761020955.245341,1761020959.825341,-,-,66,1761020957.453193,-,160.07,134.99,46.4,33.69,17.9,R 0.2,0,4459,93,R 5.1
20,23,1761020973.045341,1761020977.075341,-,-,63,1761020975.165292,-,167.27,155.26,51.25,37.4,20.2,L 0.4,-0.6,4580,5,L 1.1
20,24,1761020993.925341,1761020998.475341,-,-,66,1761020996.147109,-,147.06,131.94,46.65,39.56,14.8,L 0.7,-0.9,4260,-76,L 4.9
20,25,1761021013.775341,1761021017.745341,-,-,58,1761021015.729317,-,156.83,162.49,48.09,36.65,20.8,R 2.4,2.3,4523,254,R 19.1
20,26,1761021031.115341,1761021034.925341,-,-,61,1761021033.173827,-,157.61,144.82,49.22,39.69,17.4,L 0.7,-1.1,4516,-283,L 10.4
20,27,1761021049.625341,1761021053.625341,-,-,66,1761021051.854159,-,155.23,163.29,42.41,23.54,18.9,R 1.1,1,4426,161,R 10.7
20,28,1761021068.095341,1761021072.125341,-,-,66,1761021070.300587,-,157.17,145.26,43.87,40.77,19.7,L 0.3,-0.4,4721,25,R 2.4
20,29,1761021086.555341,1761021090.945341,-,-,65,1761021088.748177,-,152.24,139.9,47.63,37.42,21,R 1.8,1.4,4571,-18,R 2.8
20,30,1761021104.055341,1761021107.925341,-,-,64,1761021106.193324,-,168.25,155.36,51.32,37.4,17.1,R 0.2,0,4523,-3,R 0.6
20,31,1761021121.595341,1761021125.905341,-,-,75,1761021124.106093,-,157.16,163.33,48.74,42.1,17,L 0.3,-0.8,4461,-26.3,L 8.6
20,32,1761021140.275341,1761021144.055341,-,-,54,1761021142.085782,-,156.75,163.92,48.6,35.91,23.4,L 0.8,-1.6,4394,-309,L 12.1
20,33,1761021159.805341,1761021164.125341,-,-,64,1761021161.967058,-,143.72,125.95,46.24,34.29,20.5,R 2.0,1.9,4325,250,R 16.6
20,34,1761021188.665341,1761021191.985341,-,-,54,1761021190.487247,-,163.69,151.35,50.44,39.75,17.5,L 0.3,-0.7,4550,-214,L 8.0
20,35,1761021205.785341,1761021209.765341,-,-,60,1761021207.799724,-,161.49,149.85,50.21,37.49,21,L 0.0,-0.2,4981,49,R 4.4
20,36,1761021223.915341,1761021227.955341,-,-,74,1761021226.413209,-,156.25,165,49.54,38.33,21.7,L 0.2,-0.8,5292,-218,L 7.9
20,37,1761021241.735341,1761021246.335341,-,-,75,1761021244.259209,-,147.6,134.92,46.54,40.71,18.6,R 2.0,1.6,4535,73,R 9.3
20,38,1761021259.685341,1761021263.435341,-,-,58,1761021261.639113,-,157.09,165.79,50.27,36.09,23.3,R 1.0,0.5,6124,-93,L 1.2
20,39,1761021278.515341,1761021282.745341,-,-,77,1761021281.085984,-,159.63,142.37,50.26,37.89,22.4,R 0.2,0.2,5773,142,R 8.6
20,40,1761021297.045341,1761021302.395341,-,-,-,-,-,158.75,146.45,49.29,35.57,18.9,L 1.0,-1.2,4665,-55,L 6.6
20,41,1761021316.265341,1761021320.325341,-,-,-,-,-,154.77,123.5,49.4,40.48,13.4,L 1.0,-1.4,4216,-277,L 10.1
20,42,1761021334.375341,1761021338.685341,-,-,-,-,-,164.68,152.51,50.4,36.47,19.3,L 0.2,-0.4,4732,-11,L 1.2
20,43,1761021356.315341,1761021361.375341,-,-,-,-,-,150.35,133.13,47.2,30.78,20,R 0.6,0.5,4687,100,R 6.9
20,44,1761021375.915341,1761021380.745341,-,-,-,-,-,159.59,147.05,49.22,36.53,20.5,R 1.3,1.1,4551,107,R 9.8
20,45,1761021394.995341,1761021399.905341,-,-,-,-,-,160.19,149.17,51.01,39.56,23.1,L 1.4,-1.3,6163,132,R 3.2
20,46,1761021414.895341,1761021419.765341,-,-,-,-,-,164.1,152.04,50.91,37.46,19.8,L 0.8,-1,4737,-64,L 6.7
20,47,1761021433.135341,1761021438.065341,-,-,-,-,-,153.09,147.31,49.05,36.63,21.6,R 1.3,1,5300,34,R 7.9
20,48,1761021452.075341,1761021457.195341,-,-,97,1761021455.311541,-,150.34,139.3,48.3,36.2,23.4,R 1.4,1.2,4063,108,R 9.9
20,49,1761021472.485341,1761021476.905341,-,-,81,1761021475.193019,-,153.87,146.48,48.83,36.47,23.3,L 0.1,0.1,4391,214,R 10.9
20,50,1761021491.755341,1761021496.625341,-,-,97,1761021495.007745,-,160.74,147.83,49.77,37.38,17.8,L 1.0,-1.2,4574,-185,L 9.1
20,51,1761021510.635341,1761021515.905341,-,-,96,1761021513.854369,-,150.06,143.91,43.7,32.67,16.1,R 0.4,0.1,4377,24,R 4.1
20,52,1761021533.825341,1761021538.825341,-,-,106,1761021537.370768,-,156.9,144.2,48.9,43,19.5,R 0.2,-0.2,4702,-216,L 6.4
20,53,1761021561.765341,1761021567.555341,-,-,123,1761021565.891426,-,165.24,152.6,50.62,37.48,18.3,L 0.5,-0.5,4636,110,R 5.1
20,54,1761021583.175341,1761021588.285341,-,-,100,1761021586.540906,-,164.55,152.33,51,40,19.9,L 0.7,-1,4797,-195,L 9.1
20,55,1761021601.775341,1761021606.575341,-,-,103,1761021605.221571,-,162.49,150.26,50.55,40.51,22.8,L 1.1,-1.4,4071,-224,L 10.9
20,56,1761021675.115341,1761021679.865341,-,-,88,1761021678.072268,-,167.79,155.36,51.43,37.6,20.5,L 1.2,-1.4,4737,-137,L 9.6
20,57,1761021693.085341,1761021697.905341,-,-,104,1761021696.585533,-,160.05,149.06,50.32,36.05,21.6,R 0.4,0.2,5356,23,R 5.4
20,58,1761021710.945341,1761021715.385341,-,-,97,1761021714.196941,-,161.99,149.18,50.14,35.63,17.9,L 0.5,-0.9,4590,-254,L 9.7
20,59,1761021729.105341,1761021733.495341,-,-,91,1761021732.14464,-,140.71,147.04,49.68,35.86,16.9,R 0.7,-0.1,4476,-334,L 0.7
20,60,1761021747.255341,1761021752.055341,-,-,98,1761021750.524332,-,159.63,147.16,49.52,34.97,23.3,R 2.1,1.2,4464,-278,L 6.7
20,61,1761021764.415341,1761021769.135341,-,-,100,1761021767.770155,-,158.04,147.42,50.3,45.24,22.2,R 0.8,0.4,5682,-71,L 1.9
20,62,1761021782.695341,1761021787.645341,-,-,114,1761021786.516998,-,163.36,150.91,50.31,42.3,20.4,R 0.7,0.3,4633,-23,L 1.1
20,63,1761021802.165341,1761021806.585341,-,-,98,1761021805.464087,-,142.66,151.05,51.07,36.37,22.3,R 1.2,1.1,5763,126,R 11.6
20,64,1761021820.585341,1761021825.305341,-,-,101,1761021823.977288,-,156.69,145.79,50.06,36.94,23.1,L 0.1,-0.1,6152,117,R 6.7
20,65,1761021840.305341,1761021845.065341,-,-,107,1761021843.89158,-,162.23,149.07,49.73,31.02,18.3,R 0.6,0.6,4617,169,R 10.6
20,66,1761021858.755341,1761021863.875341,-,-,107,1761021862.3384,-,159.09,146.41,49.51,35.95,18.2,L 0.3,-0.8,4598,-262,L 9.1
20,67,1761021877.195341,1761021882.035341,-,-,98,1761021880.485983,-,155.79,144.73,49.62,23.8,22.8,R 0.3,0.3,5933,117,R 7.7
20,68,1761021895.385341,1761021900.775341,-,-,110,1761021899.064857,-,156.52,143.74,48.54,35.46,18.4,R 1.8,1.6,4557,130,R 11.4
20,69,1761021916.455341,1761021921.355341,-,-,95,1761021919.646336,-,144.32,128.76,45.73,36.43,15,L 1.1,-1.1,4255,44,R 0.8
20,70,1761021934.245341,1761021939.085341,-,-,93,1761021937.359027,-,153.17,146.26,43.97,40.5,20.7,R 4.0,2.2,4630,-4,R 12.9
20,71,1761021952.595341,1761021957.235341,-,-,106,1761021956.140904,-,167.59,155.18,51.5,37.73,18.8,L 0.8,-1.2,4691,-259,L 11.4
20,72,1761021971.315341,1761021976.175341,-,-,108,1761021974.919588,-,159.79,147.18,49.64,37.54,18.4,L 1.3,-1.6,4625,-273,L 12.1
20,73,1761021989.615341,1761021994.755341,-,-,112,1761021993.367441,-,159.13,146.86,48.93,39.75,20.1,R 2.4,2,4375,113,R 13.0
20,74,1761022008.395341,1761022013.025341,-,-,98,1761022011.679391,-,144.61,131.68,46.17,40.03,17.7,R 1.2,-0.1,4633,-281,L 5.0
20,75,1761022025.455341,1761022029.155341,-,-,101,1761022028.82499,-,154.76,139.83,48.16,34.32,15.8,L 1.2,-1.5,4350,-247,L 10.2
20,76,1761022044.595341,1761022049.295341,-,-,106,1761022048.139585,-,155.06,142.77,48.12,41.29,18.8,R 2.4,3.1,4603,815,R 36.6
20,77,1761022084.865341,1761022088.935341,-,-,-,-,-,158.05,146.27,49.59,40.92,21.6,R 0.2,0.1,5261,105,R 6.8
20,78,1761022104.445341,1761022109.225341,-,-,108,1761022108.049734,-,159.63,147.4,49.27,40.29,20.8,R 2.6,2.1,4722,37,R 11.8
20,79,1761022122.785341,1761022127.805341,-,-,120,1761022126.796227,-,145.52,133.45,46.15,35.74,20.6,R 0.9,0.2,4317,-244,L 4.6
20,80,1761022139.845341,1761022144.445341,-,-,118,1761022143.808469,-,149.37,136.62,47.2,28.4,19.2,L 0.3,-1.1,4620,-344,L 10.6
20,81,1761022158.455341,1761022162.735341,-,-,104,1761022161.954252,-,152.17,139.6,47.96,36.2,18.2,R 1.9,1.2,4568,-234,L 2.0
20,82,1761022177.305341,1761022182.395341,-,-,116,1761022181.201494,-,160.17,148.18,49.7,36.27,20.9,R 1.4,1,4847,30,R 7.8
20,83,1761022196.755341,1761022201.775341,-,-,113,1761022200.548959,-,163.79,151.29,50.53,36.74,10.3,L 1.4,-1.6,4630,-252,L 12.2
20,84,1761022217.355341,1761022220.965341,-,-,94,1761022220.496518,-,152.34,139.6,47.83,33.72,18.1,R 0.8,0.4,4523,-66,L 1.4
20,85,1761022234.845341,1761022238.835341,-,-,107,1761022238.442949,-,157.01,165.67,49.59,36.5,22.5,R 2.7,2.4,5789,146,R 15.7
20,86,1761022254.825341,1761022258.715341,-,-,-,-,-,158.69,165.97,40.73,35.76,20.5,R 0.0,-0.2,4483,-7,L 0.1
20,87,1761022310.795341,1761022316.895341,-,-,-,-,-,148.96,137,47.18,41.64,19.7,L 0.9,-1.2,4463,-200,L 8.3
20,88,1761022330.075341,1761022334.215341,-,-,-,-,-,158.03,145.74,49.21,35.86,19,R 0.3,-0.1,4667,-140,L 6.5
20,89,1761022347.855341,1761022352.215341,-,-,-,-,-,166.37,152.26,50.71,37.8,16.4,L 0.9,-1.2,4468,-235,L 10.2
20,90,1761022366.655341,1761022370.365341,-,-,-,-,-,155.09,144.3,49.01,35.93,21,R 0.0,-0.3,4791,-91,L 4.5
20,91,1761022384.335341,1761022388.945341,-,-,-,-,-,152.71,140.44,47.8,26.9,20.3,R 1.6,1,4350,-252,L 3.3
20,92,1761022403.475341,1761022408.295341,-,-,-,-,-,165.02,152.23,50.64,37.3,19.9,R 0.6,1,4799,579,R 31.3
